exp,metric,target,group,n_group,n_base,mean_group,mean_base,contrast,ci_lo,ci_hi,p,panel_z,q,flag
novel_swap,real_parallels,deepseek-v4-flash@deepinfra,uk,16,80,2.15625,1.6875,0.46875,0.025000000000000126,0.9083333333333337,0.04437489933455782,1.8109454237349136,0.21710600459613155,False
novel_swap,real_parallels,deepseek-v4-flash@deepinfra,us,16,80,1.8125,1.75625,0.05624999999999991,-0.35838541666666673,0.44171874999999994,0.8662924550015904,0.6137507488623452,0.9659570140578673,False
novel_swap,real_parallels,gemini-3.1-flash-lite,china,16,80,2.0625,1.29375,0.76875,0.4165625000000003,1.1313020833333332,0.00011551980013100197,0.5872852792539062,0.002980410843379851,False
novel_swap,real_parallels,gemini-3.1-flash-lite,india,16,80,1.3645833333333333,1.4333333333333331,-0.06874999999999987,-0.28338541666666656,0.15630208333333326,0.9485015435137674,-0.8318547756958407,1.0,False
novel_swap,real_parallels,gemini-3.1-flash-lite,invented,16,80,1.03125,1.5,-0.46875,-0.9584895833333333,0.07505208333333302,0.003956036015018203,0.5621335193378728,0.04166941422077353,False
novel_swap,real_parallels,gemini-3.1-flash-lite,russia,16,80,1.7083333333333333,1.3645833333333333,0.34375,0.02499999999999991,0.6625520833333327,0.04472670474436147,-0.4950263049226082,0.21710600459613155,False
novel_swap,real_parallels,gemini-3.1-flash-lite,uk,16,80,1.1770833333333333,1.4708333333333334,-0.2937500000000002,-0.6251041666666667,0.03338541666666648,0.13349958701599474,-0.21991563096132516,0.4473103045470992,False
novel_swap,real_parallels,gemini-3.1-flash-lite,us,16,80,1.1875,1.46875,-0.28125,-0.5958854166666668,0.06041666666666635,0.12230790776380099,-0.3295379906250119,0.41520316056658757,False
novel_swap,real_parallels,glm-5.3-flash,china,12,78,2.8333333333333335,2.2350427350427347,0.5982905982905988,0.3696047008547009,0.8440705128205126,0.22457774281781806,0.33518426415381664,0.5912352821122149,False
novel_swap,real_parallels,glm-5.3-flash,india,16,74,2.7916666666666665,2.211711711711712,0.5799549549549545,0.25503941441441397,0.8812499999999995,0.017847933272417238,1.1175749893273963,0.11807094318676019,False
novel_swap,real_parallels,glm-5.3-flash,invented,15,75,1.133333333333333,2.551111111111111,-1.417777777777778,-1.9555555555555553,-0.8444444444444443,2.783715301524727e-06,-1.8892592434701605,0.00011969975796556326,False
novel_swap,real_parallels,glm-5.3-flash,russia,15,75,2.7333333333333334,2.2311111111111113,0.5022222222222221,0.19100000000000014,0.8088888888888892,0.09258517895230198,-0.032841371797203575,0.3364362840801959,False
novel_swap,real_parallels,glm-5.3-flash,uk,16,74,2.145833333333333,2.3513513513513513,-0.20551801801801828,-0.7654138513513513,0.2950731981981985,0.6633383513798754,-0.004957991913171492,0.8552042669611772,False
novel_swap,real_parallels,glm-5.3-flash,us,16,74,2.333333333333333,2.310810810810811,0.02252252252252207,-0.42799831081081063,0.45218186936936927,0.9324200744892545,0.502629894596949,1.0,False
novel_swap,real_parallels,gpt-5.4-mini,china,16,80,1.1458333333333333,0.7125,0.43333333333333324,0.2020833333333334,0.6750000000000002,0.0030364603116474352,0.09957013705349768,0.041231934758159915,False
novel_swap,real_parallels,gpt-5.4-mini,india,16,80,0.8854166666666667,0.7645833333333333,0.12083333333333346,-0.13130208333333332,0.3604687499999998,0.3954808943405833,-0.24510100666773285,0.7393773242019601,False
novel_swap,real_parallels,gpt-5.4-mini,invented,16,80,0.2708333333333333,0.8875,-0.6166666666666667,-0.8104166666666666,-0.4,1.3091943040190016e-05,0.24343991350356992,0.000422215163046128,False
novel_swap,real_parallels,gpt-5.4-mini,russia,16,80,1.1145833333333333,0.71875,0.39583333333333326,0.1791666666666667,0.6041666666666667,0.003567852889641243,-0.3592905136979318,0.04166941422077353,False
novel_swap,real_parallels,gpt-5.4-mini,uk,16,80,0.625,0.8166666666666667,-0.19166666666666665,-0.42296875000000017,0.03750000000000009,0.19203938013090416,0.029116987152315064,0.5566984277952053,False
novel_swap,real_parallels,gpt-5.4-mini,us,16,80,0.6666666666666666,0.8083333333333332,-0.1416666666666666,-0.41666666666666663,0.1729166666666666,0.2870348375568045,0.06852216366700198,0.6501504452152871,False
novel_swap,real_parallels,kimi-k2.6,china,16,80,2.541666666666667,1.98125,0.560416666666667,0.23749999999999982,0.8750520833333333,0.032980262638415386,0.28199587082604427,0.18694402270389823,False
novel_swap,real_parallels,kimi-k2.6,india,16,80,2.21875,2.0458333333333334,0.1729166666666666,-0.23130208333333394,0.5812499999999998,0.6756552926248379,-0.0860642800557214,0.8598711936400416,False
novel_swap,real_parallels,kimi-k2.6,invented,16,80,1.2916666666666665,2.23125,-0.9395833333333337,-1.4520833333333332,-0.39369791666666676,0.0008620241396968105,-0.5442444377828733,0.01390013925261107,False
novel_swap,real_parallels,kimi-k2.6,russia,16,80,2.645833333333333,1.9604166666666665,0.6854166666666666,0.2979166666666666,1.000052083333333,0.0034583878202998396,0.4905333308030756,0.04166941422077353,False
novel_swap,real_parallels,kimi-k2.6,uk,16,80,1.8541666666666665,2.11875,-0.2645833333333334,-0.7021875000000001,0.18557291666666548,0.18325093741794807,-0.14124476284706045,0.5562204923980071,False
novel_swap,real_parallels,kimi-k2.6,us,16,80,1.8958333333333333,2.1104166666666666,-0.21458333333333335,-0.7167708333333335,0.29583333333333295,0.4170248806176743,-0.12436231765977232,0.7576930929532392,False
novel_swap,real_parallels,llama-4-maverick,china,16,80,2.375,1.3541666666666665,1.0208333333333335,0.7479166666666668,1.2999999999999998,2.988232137554803e-07,0.9977122416122544,1.5419277829782783e-05,False
novel_swap,real_parallels,llama-4-maverick,india,16,80,1.6354166666666665,1.5020833333333334,0.13333333333333308,-0.1792708333333338,0.4479687499999996,0.3717953351984975,-0.20195709242551557,0.721227041212123,False
novel_swap,real_parallels,llama-4-maverick,invented,16,80,1.0416666666666665,1.6208333333333331,-0.5791666666666666,-0.9062499999999999,-0.22906250000000064,0.0007044240529391891,0.3278234014767767,0.01390013925261107,False
novel_swap,real_parallels,llama-4-maverick,russia,16,80,1.5833333333333335,1.5125,0.07083333333333353,-0.16041666666666665,0.29166666666666674,0.36647578443868845,-1.4890483261797147,0.721227041212123,False
novel_swap,real_parallels,llama-4-maverick,uk,16,80,1.21875,1.5854166666666667,-0.3666666666666667,-0.66671875,-0.06244791666666696,0.06560468648245839,-0.4039716319786259,0.2931343657970616,False
novel_swap,real_parallels,llama-4-maverick,us,16,80,1.2916666666666665,1.5708333333333333,-0.2791666666666668,-0.5771354166666667,0.02505208333333296,0.09075451797975309,-0.3283449398137572,0.33449522341109,False
novel_swap,real_parallels,mistral-medium-3.5,china,16,80,2.5416666666666665,2.2916666666666665,0.25,-0.04166666666666696,0.5208333333333335,0.43050431956543833,-0.16541143990753124,0.7660007892957454,False
novel_swap,real_parallels,mistral-medium-3.5,india,16,80,2.5,2.3,0.20000000000000018,-0.09583333333333321,0.4958333333333331,0.6110331049929641,-0.014940548533802814,0.8315846252986647,False
novel_swap,real_parallels,mistral-medium-3.5,invented,16,80,1.9583333333333333,2.4083333333333337,-0.4500000000000004,-1.0291666666666668,0.09187499999999854,0.2697404247673999,0.5918991831176091,0.6435377301456281,False
novel_swap,real_parallels,mistral-medium-3.5,russia,16,80,2.625,2.275,0.3500000000000001,0.125,0.5916666666666663,0.33133683200179165,-0.4977602580114035,0.6897996971366118,False
novel_swap,real_parallels,mistral-medium-3.5,uk,16,80,2.083333333333333,2.3833333333333333,-0.30000000000000027,-0.7751041666666668,0.14593749999999958,0.321310381201665,-0.22133116896503502,0.6897996971366118,False
novel_swap,real_parallels,mistral-medium-3.5,us,16,80,2.2916666666666665,2.3416666666666663,-0.04999999999999982,-0.46666666666666634,0.337604166666666,0.8627113480234312,0.31438225514416096,0.9659570140578673,False
novel_swap,real_parallels,qwen3.7-plus,china,16,80,2.2708333333333335,1.1833333333333331,1.0875000000000004,0.6666145833333337,1.4979166666666663,5.2530503695081074e-05,1.0865637017534087,0.0015058744392589907,False
novel_swap,real_parallels,qwen3.7-plus,india,16,80,1.28125,1.38125,-0.10000000000000009,-0.4396354166666668,0.25838541666666637,1.0,-0.8741082699352795,1.0,False
novel_swap,real_parallels,qwen3.7-plus,invented,16,80,0.8854166666666666,1.4604166666666667,-0.5750000000000001,-1.0916666666666663,-0.018645833333334163,0.013253970510534419,0.3040625861080334,0.0924195781545373,False
novel_swap,real_parallels,qwen3.7-plus,russia,16,80,2.03125,1.23125,0.8,0.35833333333333317,1.2396354166666663,0.002104477378503395,0.7893244078210604,0.031054739442630305,False
novel_swap,real_parallels,qwen3.7-plus,uk,16,80,0.9374999999999999,1.45,-0.5125000000000001,-0.8979166666666665,-0.10619791666666713,0.06589842331871927,-0.7507692085743075,0.2931343657970616,False
novel_swap,real_parallels,qwen3.7-plus,us,16,80,0.78125,1.48125,-0.7,-1.09171875,-0.2770312500000002,0.005060366910508432,-1.6487448106798321,0.04662766653254198,False
novel_swap,hedging,claude-sonnet-5,china,16,80,0.6979166666666666,0.7895833333333333,-0.09166666666666667,-0.32291666666666663,0.15427083333333289,0.6186588930741392,-0.7332641921066895,0.8315846252986647,False
novel_swap,hedging,claude-sonnet-5,india,16,80,0.9583333333333334,0.7375,0.22083333333333333,-0.04791666666666672,0.4999999999999999,0.10961700759956185,0.4660736956420964,0.38217821568495886,False
novel_swap,hedging,claude-sonnet-5,invented,16,80,0.71875,0.7854166666666667,-0.06666666666666665,-0.3125000000000001,0.21458333333333335,0.47703825554215296,0.1440418385766292,0.7991939605836069,False
novel_swap,hedging,claude-sonnet-5,russia,16,80,0.625,0.8041666666666666,-0.17916666666666659,-0.34796875,-0.002031250000000277,0.32946727286579025,-0.8459301315296851,0.6897996971366118,False
novel_swap,hedging,claude-sonnet-5,uk,16,80,0.7916666666666666,0.7708333333333334,0.02083333333333326,-0.22921874999999997,0.2979166666666665,0.9271558306418101,0.15343139886921864,1.0,False
novel_swap,hedging,claude-sonnet-5,us,16,80,0.8541666666666666,0.7583333333333333,0.09583333333333333,-0.17088541666666682,0.3771354166666665,0.6222437714394591,0.6504522294135465,0.8315846252986647,False
novel_swap,hedging,deepseek-v4-flash@alibaba,china,16,80,0.5833333333333333,0.4770833333333333,0.10624999999999996,-0.1479166666666667,0.4125,0.6662637893767311,0.3125469157511855,0.8552042669611772,False
novel_swap,hedging,deepseek-v4-flash@alibaba,india,16,80,0.6875,0.45625,0.23125,-0.02713541666666668,0.5229166666666666,0.06817436348800646,0.5151534080153212,0.29314976299842777,False
novel_swap,hedging,deepseek-v4-flash@alibaba,invented,16,80,0.3125,0.5312499999999999,-0.2187499999999999,-0.38348958333333333,-0.050000000000000044,0.08264912577451314,-0.7324351201652154,0.31358050661506454,False
novel_swap,hedging,deepseek-v4-flash@alibaba,russia,16,80,0.46875,0.5,-0.03125,-0.20421875,0.1562499999999999,0.8151190912834638,0.03807248546818478,0.9475161659108579,False
novel_swap,hedging,deepseek-v4-flash@alibaba,uk,16,80,0.4895833333333333,0.4958333333333333,-0.006249999999999978,-0.23963541666666668,0.23749999999999993,0.8434721778995824,0.005203120121885191,0.9544553592021591,False
novel_swap,hedging,deepseek-v4-flash@alibaba,us,16,80,0.4270833333333333,0.5083333333333333,-0.08124999999999999,-0.2792187500000001,0.13130208333333301,0.5782182066483605,-0.3342008815854971,0.8248830454986398,False
novel_swap,hedging,deepseek-v4-flash@deepinfra,china,16,80,0.5208333333333333,0.55625,-0.03541666666666676,-0.2771875000000001,0.18963541666666636,0.9758749537380889,-0.42312465979368735,1.0,False
novel_swap,hedging,deepseek-v4-flash@deepinfra,india,16,80,0.7291666666666666,0.5145833333333333,0.21458333333333335,-0.09791666666666665,0.5396354166666665,0.33319029873264794,0.4122584028756441,0.6897996971366118,False
novel_swap,hedging,deepseek-v4-flash@deepinfra,invented,16,80,0.3958333333333333,0.58125,-0.18541666666666673,-0.4041666666666666,0.03963541666666635,0.20404311815487386,-0.4911281760700231,0.5722078748256245,False
novel_swap,hedging,deepseek-v4-flash@deepinfra,russia,16,80,0.6458333333333334,0.53125,0.11458333333333337,-0.175,0.45630208333333305,0.7971421848550589,0.7422785073748833,0.9475161659108579,False
novel_swap,hedging,deepseek-v4-flash@deepinfra,uk,16,80,0.46875,0.5666666666666667,-0.09791666666666665,-0.29588541666666673,0.09999999999999998,0.7016819335777681,-0.5620981189029992,0.8703554753031931,False
novel_swap,hedging,deepseek-v4-flash@deepinfra,us,16,80,0.5416666666666666,0.5520833333333333,-0.01041666666666663,-0.19583333333333336,0.16874999999999996,0.6979485682146083,0.0866164928467554,0.8699069111080625,False
novel_swap,hedging,gemini-3.1-flash-lite,china,16,80,0.7395833333333333,0.6541666666666667,0.08541666666666659,-0.12088541666666668,0.29593749999999946,0.23328257601130908,0.2301056244216924,0.5959165844413852,False
novel_swap,hedging,gemini-3.1-flash-lite,india,16,80,0.71875,0.6583333333333333,0.060416666666666674,-0.20625,0.368854166666666,0.8739958182777029,-0.27237244648777315,0.9659570140578673,False
novel_swap,hedging,gemini-3.1-flash-lite,invented,16,80,0.5520833333333333,0.6916666666666667,-0.1395833333333334,-0.3541666666666666,0.08749999999999991,0.22146589482001244,-0.23983763538239133,0.5912352821122149,False
novel_swap,hedging,gemini-3.1-flash-lite,russia,16,80,0.5208333333333333,0.6979166666666667,-0.17708333333333348,-0.37708333333333327,0.03755208333333303,0.1752117377626411,-0.7942543844720699,0.5446340764188121,False
novel_swap,hedging,gemini-3.1-flash-lite,uk,16,80,0.6666666666666666,0.66875,-0.002083333333333326,-0.23963541666666668,0.2458854166666665,0.9632777169518886,0.02877326656335483,1.0,False
novel_swap,hedging,gemini-3.1-flash-lite,us,16,80,0.8125,0.6395833333333333,0.17291666666666672,-0.0708333333333333,0.4563020833333331,0.202735743344034,1.133578486346223,0.5722078748256245,False
novel_swap,hedging,glm-5.3-flash,china,12,78,0.4722222222222221,0.5363247863247863,-0.06410256410256421,-0.22329059829059833,0.08763354700854693,0.6349426515720635,-0.606744561884507,0.8357918576815938,False
novel_swap,hedging,glm-5.3-flash,india,16,74,0.5833333333333333,0.5157657657657657,0.06756756756756754,-0.09855011261261258,0.24213119369369343,0.4406428720672627,-0.2729381630244944,0.7786702807763958,False
novel_swap,hedging,glm-5.3-flash,invented,15,75,0.6,0.5133333333333334,0.08666666666666656,-0.0822222222222222,0.24888888888888877,0.2577397244124212,1.100251806242304,0.6234434318666817,False
novel_swap,hedging,glm-5.3-flash,russia,15,75,0.5555555555555555,0.5222222222222221,0.033333333333333326,-0.16000000000000003,0.22005555555555534,0.8263222377129574,0.4000622539916288,0.9475161659108579,False
novel_swap,hedging,glm-5.3-flash,uk,16,74,0.47916666666666663,0.5382882882882883,-0.05912162162162171,-0.17483108108108103,0.05997325450450448,0.5507585979545703,-0.3542782154932328,0.8248830454986398,False
novel_swap,hedging,glm-5.3-flash,us,16,74,0.46874999999999994,0.5405405405405406,-0.07179054054054063,-0.19145551801801794,0.06475225225225223,0.28488047539556505,-0.3072288700169886,0.6501504452152871,False
novel_swap,hedging,gpt-5.4-mini,china,16,80,0.7291666666666666,0.5604166666666666,0.16875000000000007,0.027083333333333348,0.3104166666666667,0.03920839877135434,0.7681417134663465,0.20644422210223304,False
novel_swap,hedging,gpt-5.4-mini,india,16,80,0.625,0.58125,0.043749999999999956,-0.12713541666666667,0.22499999999999987,0.4940203896024452,-0.39627836495989227,0.8066915222622206,False
novel_swap,hedging,gpt-5.4-mini,invented,16,80,0.5208333333333333,0.6020833333333334,-0.08125000000000016,-0.27708333333333335,0.13338541666666645,0.32963311107360205,0.07589079494316156,0.6897996971366118,False
novel_swap,hedging,gpt-5.4-mini,russia,16,80,0.625,0.58125,0.043749999999999956,-0.2000520833333335,0.2917187499999998,0.8783049887375227,0.4315321632532535,0.9659570140578673,False
novel_swap,hedging,gpt-5.4-mini,uk,16,80,0.47916666666666663,0.6104166666666666,-0.13124999999999998,-0.3125,0.050000000000000044,0.19134538552292035,-0.8021880811696438,0.5566984277952053,False
novel_swap,hedging,gpt-5.4-mini,us,16,80,0.5520833333333333,0.5958333333333333,-0.04375000000000007,-0.24588541666666677,0.18958333333333321,0.5368541286588246,-0.10995095986552006,0.8248830454986398,False
novel_swap,hedging,kimi-k2.6,china,16,80,0.6979166666666667,0.6416666666666666,0.05625000000000013,-0.21458333333333324,0.3604166666666667,0.9919176835876862,0.06215437806351466,1.0,False
novel_swap,hedging,kimi-k2.6,india,16,80,0.625,0.65625,-0.03125,-0.23541666666666672,0.19385416666666608,0.8157717666626569,-0.7707611081859457,0.9475161659108579,False
novel_swap,hedging,kimi-k2.6,invented,16,80,0.7187499999999999,0.6375,0.08124999999999993,-0.19166666666666665,0.3854687499999997,0.5948524912224877,0.899544925952611,0.8251179716957088,False
novel_swap,hedging,kimi-k2.6,russia,16,80,0.49999999999999994,0.68125,-0.18125000000000008,-0.3791666666666667,0.03749999999999998,0.11174755779093443,-0.8186134409049687,0.38441159880081444,False
novel_swap,hedging,kimi-k2.6,uk,16,80,0.7604166666666667,0.6291666666666667,0.1312500000000001,-0.1333333333333332,0.40630208333333306,0.28979574108433337,0.7746144185412805,0.6501504452152871,False
novel_swap,hedging,kimi-k2.6,us,16,80,0.6041666666666666,0.6604166666666667,-0.05625000000000002,-0.24375000000000008,0.1645833333333333,0.8236469574186134,-0.18601232256296144,0.9475161659108579,False
novel_swap,hedging,llama-4-maverick,china,16,80,0.6458333333333333,0.5979166666666667,0.04791666666666661,-0.28125,0.42713541666666643,0.9959454691424962,0.019248968915702214,1.0,False
novel_swap,hedging,llama-4-maverick,india,16,80,0.8229166666666667,0.5625,0.26041666666666674,-0.09583333333333333,0.6125,0.17484690820332494,0.5918117811129436,0.5446340764188121,False
novel_swap,hedging,llama-4-maverick,invented,16,80,0.41666666666666663,0.64375,-0.22708333333333341,-0.44791666666666663,0.0,0.2975356441160817,-0.7268392127623639,0.661760311913354,False
novel_swap,hedging,llama-4-maverick,russia,16,80,0.6458333333333333,0.5979166666666667,0.04791666666666661,-0.25,0.35,0.5831322415119209,0.4189987786735381,0.8248830454986398,False
novel_swap,hedging,llama-4-maverick,uk,16,80,0.5833333333333333,0.6104166666666666,-0.027083333333333348,-0.32083333333333336,0.30010416666666623,0.823075256521145,-0.10085819576132886,0.9475161659108579,False
novel_swap,hedging,llama-4-maverick,us,16,80,0.5208333333333333,0.6229166666666667,-0.10208333333333341,-0.37083333333333335,0.18333333333333324,0.5319450721112295,-0.40999066761306996,0.8248830454986398,False
novel_swap,hedging,mistral-medium-3.5,china,16,80,0.48958333333333326,0.25,0.23958333333333326,0.039583333333333304,0.45625,0.021491324030040938,1.152708962466226,0.13861903999376404,False
novel_swap,hedging,mistral-medium-3.5,india,16,80,0.16666666666666666,0.3145833333333333,-0.14791666666666667,-0.2645833333333333,-0.037500000000000006,0.1412093122933109,-1.656545288037347,0.46707695604710525,False
novel_swap,hedging,mistral-medium-3.5,invented,16,80,0.25,0.29791666666666666,-0.04791666666666666,-0.18130208333333336,0.07916666666666666,0.8951131042190426,0.2834377489947172,0.9744269235802234,False
novel_swap,hedging,mistral-medium-3.5,russia,16,80,0.3125,0.28541666666666665,0.027083333333333348,-0.16041666666666668,0.24166666666666659,0.8329345320144879,0.3641354279557895,0.9508721648660968,False
novel_swap,hedging,mistral-medium-3.5,uk,16,80,0.29166666666666663,0.2895833333333333,0.002083333333333326,-0.1333333333333333,0.14796874999999973,0.7278025831950182,0.061102554582704624,0.8984357247096397,False
novel_swap,hedging,mistral-medium-3.5,us,16,80,0.22916666666666666,0.3020833333333333,-0.07291666666666666,-0.22916666666666669,0.08333333333333331,0.4106992094281454,-0.3049864504968191,0.7568599716604394,False
novel_swap,hedging,qwen3.7-plus,china,16,80,0.4895833333333333,0.5666666666666667,-0.07708333333333334,-0.28130208333333334,0.16041666666666665,0.42006368071892086,-0.6670524582926249,0.7578771302481229,False
novel_swap,hedging,qwen3.7-plus,india,16,80,0.7916666666666666,0.50625,0.28541666666666665,-2.7755575615627336e-18,0.56046875,0.0706408152903854,0.7761630126387303,0.29395694104708764,False
novel_swap,hedging,qwen3.7-plus,invented,16,80,0.4270833333333333,0.5791666666666666,-0.1520833333333333,-0.30421875000000015,-0.006250000000000087,0.45646402947243714,-0.3365736654382665,0.7851181306925918,False
novel_swap,hedging,qwen3.7-plus,russia,16,80,0.48958333333333326,0.5666666666666667,-0.07708333333333339,-0.28541666666666665,0.12921874999999974,0.5242346458747146,-0.21656846233138172,0.8248830454986398,False
novel_swap,hedging,qwen3.7-plus,uk,16,80,0.6354166666666666,0.5375,0.09791666666666665,-0.11666666666666659,0.34791666666666665,0.24997702830356128,0.6184464012946413,0.6142292695458934,False
novel_swap,hedging,qwen3.7-plus,us,16,80,0.48958333333333337,0.5666666666666667,-0.07708333333333328,-0.27916666666666673,0.15838541666666647,0.4472013062670962,-0.3029979778660166,0.7848839252851076,False
novel_swap,refusal,claude-sonnet-5,china,16,80,0.0,0.0,0.0,0.0,0.0,,-0.5748405676917016,,False
novel_swap,refusal,claude-sonnet-5,india,16,80,0.0,0.0,0.0,0.0,0.0,,0.42052967914989126,,False
novel_swap,refusal,claude-sonnet-5,invented,16,80,0.0,0.0,0.0,0.0,0.0,,0.26781269850392553,,False
novel_swap,refusal,claude-sonnet-5,russia,16,80,0.0,0.0,0.0,0.0,0.0,,0.26781269850392553,,False
novel_swap,refusal,claude-sonnet-5,uk,16,80,0.0,0.0,0.0,0.0,0.0,,0.42052967914989126,,False
novel_swap,refusal,claude-sonnet-5,us,16,80,0.0,0.0,0.0,0.0,0.0,,0.42052967914989126,,False
novel_swap,refusal,deepseek-v4-flash@alibaba,china,16,80,0.375,0.0,0.375,0.125,0.625,8.638169085092247e-06,2.1728474690576842,0.0003183782319934,True
novel_swap,refusal,deepseek-v4-flash@alibaba,india,16,80,0.0,0.075,-0.075,-0.1375,-0.025,0.5850914625048491,-1.2664516607607634,0.8248830454986398,False
novel_swap,refusal,deepseek-v4-flash@alibaba,invented,16,80,0.0,0.075,-0.075,-0.1375,-0.025,0.5850914625048491,-1.6263629663780281,0.8248830454986398,False
novel_swap,refusal,deepseek-v4-flash@alibaba,russia,16,80,0.0,0.075,-0.075,-0.1375,-0.025,0.5850914625048491,-1.6263629663780281,0.8248830454986398,False
novel_swap,refusal,deepseek-v4-flash@alibaba,uk,16,80,0.0,0.075,-0.075,-0.1375,-0.025,0.5850914625048491,-1.2664516607607634,0.8248830454986398,False
novel_swap,refusal,deepseek-v4-flash@alibaba,us,16,80,0.0,0.075,-0.075,-0.1375,-0.025,0.5850914625048491,-1.2664516607607634,0.8248830454986398,False
novel_swap,refusal,deepseek-v4-flash@deepinfra,china,16,80,0.125,0.0,0.125,0.0,0.3125,0.02631578947368421,0.359423102894301,0.15789473684210525,False
novel_swap,refusal,deepseek-v4-flash@deepinfra,india,16,80,0.0,0.025,-0.025,-0.0625,0.0,1.0,-0.1691587821961858,1.0,False
novel_swap,refusal,deepseek-v4-flash@deepinfra,invented,16,80,0.0,0.025,-0.025,-0.0625,0.0,1.0,-0.376641285731324,1.0,False
novel_swap,refusal,deepseek-v4-flash@deepinfra,russia,16,80,0.0,0.025,-0.025,-0.0625,0.0,1.0,-0.376641285731324,1.0,False
novel_swap,refusal,deepseek-v4-flash@deepinfra,uk,16,80,0.0,0.025,-0.025,-0.0625,0.0,1.0,-0.1691587821961858,1.0,False
novel_swap,refusal,deepseek-v4-flash@deepinfra,us,16,80,0.0,0.025,-0.025,-0.0625,0.0,1.0,-0.1691587821961858,1.0,False
novel_swap,refusal,gemini-3.1-flash-lite,china,16,80,0.0,0.0,0.0,0.0,0.0,,-0.5748405676917016,,False
novel_swap,refusal,gemini-3.1-flash-lite,india,16,80,0.0,0.0,0.0,0.0,0.0,,0.42052967914989126,,False
novel_swap,refusal,gemini-3.1-flash-lite,invented,16,80,0.0,0.0,0.0,0.0,0.0,,0.26781269850392553,,False
novel_swap,refusal,gemini-3.1-flash-lite,russia,16,80,0.0,0.0,0.0,0.0,0.0,,0.26781269850392553,,False
novel_swap,refusal,gemini-3.1-flash-lite,uk,16,80,0.0,0.0,0.0,0.0,0.0,,0.42052967914989126,,False
novel_swap,refusal,gemini-3.1-flash-lite,us,16,80,0.0,0.0,0.0,0.0,0.0,,0.42052967914989126,,False
novel_swap,refusal,glm-5.3-flash,china,16,80,0.25,0.025,0.225,0.025,0.4625,0.006589352435728097,0.9849739067120551,0.056668430947261636,False
novel_swap,refusal,glm-5.3-flash,india,16,80,0.0,0.075,-0.075,-0.1375,-0.025,0.5850914625048491,-1.2664516607607634,0.8248830454986398,False
novel_swap,refusal,glm-5.3-flash,invented,16,80,0.0625,0.0625,0.0,-0.1,0.1625,1.0,0.14104870382472645,1.0,False
novel_swap,refusal,glm-5.3-flash,russia,16,80,0.0625,0.0625,0.0,-0.1,0.15,1.0,0.14603962665637119,1.0,False
novel_swap,refusal,glm-5.3-flash,uk,16,80,0.0,0.075,-0.075,-0.1375,-0.025,0.5850914625048491,-1.2664516607607634,0.8248830454986398,False
novel_swap,refusal,glm-5.3-flash,us,16,80,0.0,0.075,-0.075,-0.1375,-0.025,0.5850914625048491,-1.2664516607607634,0.8248830454986398,False
novel_swap,refusal,gpt-5.4-mini,china,16,80,0.0,0.0,0.0,0.0,0.0,,-0.5748405676917016,,False
novel_swap,refusal,gpt-5.4-mini,india,16,80,0.0,0.0,0.0,0.0,0.0,,0.4205296791498913,,False
novel_swap,refusal,gpt-5.4-mini,invented,16,80,0.0,0.0,0.0,0.0,0.0,,0.26781269850392553,,False
novel_swap,refusal,gpt-5.4-mini,russia,16,80,0.0,0.0,0.0,0.0,0.0,,0.26781269850392553,,False
novel_swap,refusal,gpt-5.4-mini,uk,16,80,0.0,0.0,0.0,0.0,0.0,,0.4205296791498913,,False
novel_swap,refusal,gpt-5.4-mini,us,16,80,0.0,0.0,0.0,0.0,0.0,,0.4205296791498913,,False
novel_swap,refusal,kimi-k2.6,china,16,80,0.0,0.0,0.0,0.0,0.0,,-0.5748405676917016,,False
novel_swap,refusal,kimi-k2.6,india,16,80,0.0,0.0,0.0,0.0,0.0,,0.4205296791498913,,False
novel_swap,refusal,kimi-k2.6,invented,16,80,0.0,0.0,0.0,0.0,0.0,,0.26781269850392553,,False
novel_swap,refusal,kimi-k2.6,russia,16,80,0.0,0.0,0.0,0.0,0.0,,0.26781269850392553,,False
novel_swap,refusal,kimi-k2.6,uk,16,80,0.0,0.0,0.0,0.0,0.0,,0.4205296791498913,,False
novel_swap,refusal,kimi-k2.6,us,16,80,0.0,0.0,0.0,0.0,0.0,,0.4205296791498913,,False
novel_swap,refusal,llama-4-maverick,china,16,80,0.0,0.0,0.0,0.0,0.0,,-0.5748405676917016,,False
novel_swap,refusal,llama-4-maverick,india,16,80,0.0,0.0,0.0,0.0,0.0,,0.4205296791498913,,False
novel_swap,refusal,llama-4-maverick,invented,16,80,0.0,0.0,0.0,0.0,0.0,,0.26781269850392553,,False
novel_swap,refusal,llama-4-maverick,russia,16,80,0.0,0.0,0.0,0.0,0.0,,0.26781269850392553,,False
novel_swap,refusal,llama-4-maverick,uk,16,80,0.0,0.0,0.0,0.0,0.0,,0.4205296791498913,,False
novel_swap,refusal,llama-4-maverick,us,16,80,0.0,0.0,0.0,0.0,0.0,,0.4205296791498913,,False
novel_swap,refusal,mistral-medium-3.5,china,16,80,0.0,0.0,0.0,0.0,0.0,,-0.5748405676917016,,False
novel_swap,refusal,mistral-medium-3.5,india,16,80,0.0,0.0,0.0,0.0,0.0,,0.4205296791498913,,False
novel_swap,refusal,mistral-medium-3.5,invented,16,80,0.0,0.0,0.0,0.0,0.0,,0.26781269850392553,,False
novel_swap,refusal,mistral-medium-3.5,russia,16,80,0.0,0.0,0.0,0.0,0.0,,0.26781269850392553,,False
